FULLPOLICY_NB,CustomerID,Year,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG,CustomerTenure,IncomeBracket,CoverageAmount,Deductible,CustomerSatisfaction,ComplaintCount,PaymentMethod,PaymentDelayDays,MarketingChannel,AgentExperienceYears,PropertyValue,HouseholdIncome,CreditScore
504146,CUST004146,2021,2021-03-24,2021-06-30,Condo,FL,D,32801,30.58,N,Standard,Masonry,Tile,1392,1,23,1,52,0,C,Online,1317.64,1384.21,112.0,26.35,131.29,240179,0.0,0,1.05,1.0,12,0,1,0,0.1535,New,0.0,1,1,Middle,240179,5000,4,0,Auto Debit,2,Social Media,4,301063,51069,666
504147,CUST004147,2021,2021-09-06,2022-05-31,Condo,WA,C,98004,26.51,Y,Standard,Masonry,Tile,1103,2,26,0,75,0,A,Online,873.17,903.67,61.12,17.46,111.29,358379,0.0,0,1.015,1.0,12,1,1,0,0.1394,New,0.0,1,1,Middle,358379,5000,5,0,Credit Card,2,Partner Referral,1,386099,85074,766
504148,CUST004148,2021,2021-10-11,2022-03-31,Home,CA,D,90001,34.1,N,Basic,Mixed,Metal,1742,2,39,1,36,0,B,Broker,2132.29,2027.91,149.26,319.84,167.95,521487,0.0,0,0.962,1.0,12,0,0,0,0.077,New,0.0,1,1,Middle,521487,2000,5,0,Credit Card,2,Agent Referral,11,735285,80037,719
504149,CUST004149,2021,2021-09-08,2021-11-30,Home,CA,C,90001,57.59,Y,Standard,Frame,Metal,2393,2,37,0,54,1,C,Direct,5088.21,5325.16,356.17,152.65,300.97,973954,0.0,0,1.042,1.0,12,1,1,0,0.144,New,0.0,0,1,Upper Middle,973954,5000,4,0,Credit Card,0,Social Media,2,970367,140319,663
504150,CUST004150,2021,2021-08-09,2021-11-30,Home,CA,D,95814,33.55,N,Basic,Masonry,Tile,1155,1,39,1,55,0,D,Online,1865.41,1761.23,130.58,37.31,155.94,308706,0.0,0,0.95,1.0,12,1,0,0,0.0601,New,0.0,0,1,Middle,308706,1000,5,0,Debit Card,1,Agent Referral,14,434853,76183,618
504151,CUST004151,2021,2021-06-12,2021-06-30,Condo,TX,C,73301,54.82,Y,Basic,Frame,Shingle,1701,1,32,0,69,0,C,Broker,903.8,850.35,63.27,135.57,112.67,166303,0.0,0,0.958,1.0,12,1,0,0,0.0547,New,0.0,1,1,Middle,166303,500,4,0,Credit Card,2,Online Search,4,201371,60559,660
504152,CUST004152,2021,2021-11-23,2022-02-28,Rental,FL,A,32801,64.18,Y,Standard,Masonry,Shingle,1891,2,16,0,57,0,C,Independent,3644.84,3366.01,309.81,437.38,236.02,445417,0.0,0,0.924,1.0,12,0,1,0,0.1057,New,0.0,1,1,Upper Middle,445417,1000,4,0,Bank Transfer,2,Online Search,4,468811,133984,628
504153,CUST004153,2021,2021-12-24,2022-09-30,Home,NY,D,12207,43.38,N,Standard,Mixed,Shingle,2540,1,27,1,23,1,D,Direct,5569.64,5774.15,389.87,167.09,322.63,1020569,0.0,0,1.044,1.0,12,0,0,1,0.0751,New,0.0,1,1,Upper Middle,1020569,1000,4,0,Auto Debit,2,Agent Referral,6,1213201,102090,578
504154,CUST004154,2021,2021-02-19,2021-03-31,Condo,FL,A,33101,65.29,N,Basic,Frame,Tile,1584,1,49,1,46,2,D,Independent,2211.95,2111.25,188.02,265.43,171.54,213453,39381.0,4,0.933,1.0,12,0,0,1,0.0467,New,35701.0,0,1,Low,213453,1000,3,2,Auto Debit,4,Aggregator,10,294431,41846,611
504155,CUST004155,2021,2021-01-19,2021-07-31,Home,CA,D,92101,33.05,N,Premium,Frame,Metal,1817,2,32,0,60,0,A,Online,2100.46,2006.15,147.03,42.01,166.52,647078,0.0,0,0.984,1.0,12,0,0,0,0.0982,New,0.0,0,1,High,647078,2000,4,1,Auto Debit,2,Email Campaign,6,657723,223591,820
504156,CUST004156,2021,2021-10-08,2022-01-31,Home,WA,C,98004,16.32,Y,Premium,Masonry,Metal,1627,3,17,1,55,0,D,Direct,2098.71,1922.23,146.91,62.96,166.44,583812,0.0,0,0.894,1.0,12,0,1,1,0.1261,New,0.0,0,1,Low,583812,1000,4,0,Auto Debit,3,Email Campaign,5,531979,38413,540
504157,CUST004157,2021,2021-07-03,2021-09-30,Home,TX,B,73301,45.47,N,Standard,Masonry,Shingle,1770,1,32,0,73,1,C,Broker,1012.05,1014.61,70.84,151.81,117.54,209593,12288.74,1,1.003,1.0,12,1,1,1,0.0896,New,10908.74,0,1,Middle,209593,1500,3,0,Credit Card,11,Agent Referral,6,249963,76198,643
504158,CUST004158,2021,2021-10-06,2022-01-31,Home,CA,C,95814,51.55,N,Standard,Mixed,Shingle,2547,2,0,1,50,0,B,Independent,4581.58,4341.98,320.71,549.79,278.17,1026456,0.0,0,0.48,0.5,6,0,0,0,0.0977,New,0.0,1,1,Low,1026456,5000,4,0,Auto Debit,1,Aggregator,6,1174895,46333,715
504159,CUST004159,2021,2021-06-21,2021-07-31,Home,NY,B,14604,30.26,Y,Standard,Mixed,Metal,2714,3,11,1,50,0,B,Independent,4628.87,4250.53,324.02,555.46,280.3,1417753,0.0,0,0.901,1.0,12,1,0,0,0.0514,New,0.0,1,1,Upper Middle,1417753,1000,5,0,Auto Debit,0,Online Search,3,1461268,99847,708
504160,CUST004160,2021,2021-10-19,2022-03-31,Rental,CA,A,94105,55.38,Y,Premium,Masonry,Shingle,2407,2,44,1,48,1,D,Independent,7039.18,7072.85,492.74,844.7,388.76,884574,7864.51,1,1.042,1.0,12,0,0,1,0.0456,New,6944.51,0,1,Middle,884574,1000,3,1,Auto Debit,3,Online Search,8,818700,53586,585
504161,CUST004161,2021,2021-02-21,2021-10-31,Home,TX,C,77001,24.03,Y,Premium,Masonry,Shingle,1776,1,9,1,43,0,B,Independent,1132.04,1129.12,79.24,135.84,122.94,316625,0.0,0,0.95,1.0,12,0,0,0,0.0908,New,0.0,1,1,Upper Middle,316625,2000,5,0,Bank Transfer,3,Social Media,7,290802,118580,712
504162,CUST004162,2021,2021-09-02,2022-02-28,Condo,TX,B,73301,22.84,Y,Standard,Masonry,Tile,991,1,12,1,38,0,C,Broker,509.98,474.72,35.7,76.5,94.95,140366,0.0,0,0.933,1.0,12,1,1,0,0.0912,New,0.0,1,1,Middle,140366,1000,4,0,Credit Card,3,Online Search,4,149141,62507,639
504163,CUST004163,2021,2021-05-03,2021-07-31,Condo,FL,A,33601,55.9,N,Basic,Mixed,Tile,1592,1,31,0,61,0,B,Independent,1313.99,1296.83,111.69,157.68,131.13,203493,0.0,0,0.99,1.0,12,0,0,0,0.0804,New,0.0,0,1,Upper Middle,203493,2000,4,1,Debit Card,3,Online Search,12,283535,100900,693
504164,CUST004164,2021,2021-01-17,2021-07-31,Home,FL,D,33101,39.56,Y,Basic,Masonry,Metal,2442,2,42,1,28,0,A,Online,2273.56,2076.54,193.25,45.47,174.31,459685,0.0,0,0.931,1.0,12,0,0,0,0.0821,New,0.0,1,1,Upper Middle,459685,1000,5,0,Debit Card,1,Email Campaign,5,587683,137864,742
504165,CUST004165,2021,2021-02-06,2021-02-28,Home,FL,A,33301,39.55,N,Basic,Mixed,Metal,1676,2,7,1,48,0,B,Independent,1574.81,1586.48,133.86,188.98,142.87,295349,0.0,0,0.975,1.0,12,0,0,0,0.0568,New,0.0,0,1,Upper Middle,295349,1000,4,0,Auto Debit,1,Agent Referral,7,433065,117360,701
504166,CUST004166,2021,2021-10-12,2022-01-31,Home,FL,C,32801,51.44,N,Basic,Masonry,Shingle,2916,2,35,1,59,0,C,Direct,4012.96,3517.62,341.1,120.39,252.58,515731,0.0,0,0.907,1.0,12,0,1,0,0.1057,New,0.0,1,1,Middle,515731,1000,4,0,Credit Card,2,Online Search,1,737501,64527,669
504167,CUST004167,2021,2021-08-15,2022-05-31,Rental,TX,B,77001,19.97,Y,Premium,Masonry,Tile,1173,2,0,0,56,0,C,Broker,822.24,851.88,57.56,123.34,109.0,218567,0.0,0,1.011,1.0,12,1,1,0,0.0868,New,0.0,1,1,Upper Middle,218567,500,4,1,Auto Debit,0,Email Campaign,3,198167,113106,677
504168,CUST004168,2021,2021-10-22,2022-05-31,Home,TX,B,79901,20.03,Y,Standard,Masonry,Metal,2231,1,3,1,47,0,D,Online,1473.63,1398.52,103.15,29.47,138.31,336234,0.0,0,0.978,1.0,12,0,0,1,0.081,New,0.0,1,1,Low,336234,500,3,2,Bank Transfer,10,Agent Referral,10,355766,35558,615
504169,CUST004169,2021,2021-01-16,2021-08-31,Rental,WA,A,98101,37.57,N,Basic,Mixed,Shingle,1724,1,28,0,72,0,C,Independent,1558.13,1557.58,109.07,186.98,142.12,378698,55178.12,2,0.986,1.0,12,0,0,0,0.0661,New,52418.12,0,1,Middle,378698,1500,3,2,Credit Card,3,Partner Referral,11,543632,81986,649
504170,CUST004170,2021,2021-02-17,2021-05-31,Home,FL,A,33301,52.2,Y,Premium,Mixed,Metal,2579,1,24,0,58,0,A,Online,3062.93,2969.94,260.35,61.26,209.83,603653,0.0,0,0.974,1.0,12,0,1,0,0.1091,New,0.0,0,1,Upper Middle,603653,1000,5,0,Auto Debit,0,Agent Referral,4,562063,107159,732
504171,CUST004171,2021,2021-10-15,2022-04-30,Rental,FL,B,33601,45.48,N,Basic,Masonry,Metal,1876,2,28,1,27,0,A,Online,1194.46,1130.24,101.53,23.89,125.75,251315,0.0,0,0.939,1.0,12,0,0,0,0.1047,New,0.0,1,1,Middle,251315,2000,5,0,Credit Card,1,Social Media,3,369495,56210,730
504172,CUST004172,2021,2021-03-20,2021-11-30,Home,CA,B,90001,33.72,Y,Standard,Frame,Tile,935,2,27,0,40,0,A,Independent,1441.2,1372.42,100.88,172.94,136.85,408052,0.0,0,0.483,0.5,6,0,1,0,0.0917,New,0.0,1,1,High,408052,1000,4,1,Credit Card,1,Partner Referral,5,410730,177165,741
504173,CUST004173,2021,2021-02-22,2021-03-31,Rental,WA,D,98004,35.82,Y,Standard,Frame,Shingle,2420,2,42,0,23,1,A,Independent,2403.64,2383.53,168.26,288.44,180.16,665228,27463.12,1,0.975,1.0,12,0,1,0,0.099,New,26543.12,1,1,High,665228,1000,3,2,Bank Transfer,5,Aggregator,6,696420,197499,762
504174,CUST004174,2021,2021-03-11,2021-10-31,Home,FL,D,33601,31.43,N,Basic,Masonry,Tile,1562,1,14,1,50,0,B,Independent,1232.14,1159.21,104.73,147.86,127.45,247976,0.0,0,0.966,1.0,12,0,1,0,0.11,New,0.0,1,1,Low,247976,1000,4,1,Bank Transfer,4,Partner Referral,9,366597,46560,726
504175,CUST004175,2021,2021-02-11,2021-07-31,Condo,NY,D,14604,27.9,N,Standard,Mixed,Shingle,1243,2,43,0,69,0,C,Online,1670.46,1733.29,116.93,33.41,147.17,446954,0.0,0,1.027,1.0,12,0,1,0,0.1145,New,0.0,1,1,Middle,446954,500,3,0,Credit Card,1,Aggregator,1,535205,62299,670
504176,CUST004176,2021,2021-05-27,2021-10-31,Home,WA,C,99201,23.27,N,Standard,Frame,Shingle,2832,2,5,1,40,1,B,Direct,2470.29,2545.89,172.92,74.11,183.16,780335,25128.31,1,1.05,1.0,12,0,0,0,0.099,New,23288.31,1,1,Upper Middle,780335,2000,3,2,Auto Debit,0,Partner Referral,2,922811,123217,707
504177,CUST004177,2021,2021-05-04,2022-01-31,Home,FL,B,32801,46.11,Y,Basic,Frame,Metal,1426,3,3,0,78,0,A,Broker,1332.55,1369.82,113.27,199.88,131.96,277651,0.0,0,1.033,1.0,12,0,1,0,0.0963,New,0.0,1,1,Middle,277651,1000,5,1,Credit Card,3,Online Search,14,352359,75094,733
504178,CUST004178,2021,2021-03-27,2021-04-30,Home,NY,C,11201,29.53,N,Standard,Frame,Metal,2245,2,12,1,50,1,C,Online,3076.47,2942.15,215.35,61.53,210.44,922272,0.0,0,0.973,1.0,12,0,0,0,0.0713,New,0.0,1,1,Low,922272,500,4,0,Bank Transfer,3,Online Search,1,1084709,38501,648
504179,CUST004179,2021,2021-03-25,2021-03-31,Condo,TX,D,79901,27.95,N,Premium,Frame,Metal,1868,1,12,1,61,1,C,Online,1047.91,1006.32,73.35,20.96,119.16,268020,0.0,0,0.969,1.0,12,0,0,1,0.0974,New,0.0,1,1,Middle,268020,2000,3,0,Auto Debit,4,Online Search,2,270746,87915,651
504180,CUST004180,2021,2021-09-14,2022-05-31,Home,FL,A,33101,60.37,Y,Basic,Mixed,Tile,2210,2,16,1,23,2,A,Independent,2722.19,2531.36,231.39,326.66,194.5,445682,0.0,0,0.937,1.0,12,1,0,0,0.0745,New,0.0,1,1,Middle,445682,5000,4,0,Auto Debit,0,Online Search,3,543564,83315,777
504181,CUST004181,2021,2021-04-08,2021-12-31,Home,CA,B,95814,45.01,Y,Standard,Frame,Metal,2018,2,46,1,36,2,B,Independent,3482.14,3074.27,243.75,417.86,228.7,758436,17446.2,1,0.906,1.0,12,0,0,0,0.0999,New,15606.2,0,1,Upper Middle,758436,2000,4,0,Auto Debit,1,Online Search,11,801283,113291,726
504182,CUST004182,2021,2021-10-06,2021-10-31,Condo,TX,B,73301,19.87,N,Premium,Masonry,Metal,1459,2,26,0,39,0,B,Direct,620.35,579.25,43.42,18.61,99.92,207568,0.0,0,0.938,1.0,12,0,0,0,0.084,New,0.0,1,1,Upper Middle,207568,1500,4,0,Credit Card,2,Email Campaign,1,213820,141660,706
504183,CUST004183,2021,2021-02-20,2021-10-31,Home,FL,D,33301,40.83,Y,Premium,Masonry,Metal,2364,1,28,0,41,0,C,Independent,3294.68,2969.79,280.05,395.36,220.26,532179,13491.71,2,0.899,1.0,12,0,0,1,0.0456,New,11651.71,0,1,Middle,532179,1000,3,1,Auto Debit,7,Email Campaign,4,504318,68344,621
504184,CUST004184,2021,2021-03-10,2021-10-31,Home,FL,A,33301,44.06,N,Premium,Masonry,Metal,2238,1,31,0,62,0,A,Independent,2595.8,2249.83,220.64,311.5,188.81,531411,0.0,0,0.888,1.0,12,0,1,0,0.1155,New,0.0,1,1,Upper Middle,531411,2000,4,1,Credit Card,2,Partner Referral,7,559308,119948,780
504185,CUST004185,2021,2021-03-16,2021-03-31,Home,TX,A,73301,41.02,N,Premium,Mixed,Tile,2094,2,36,0,59,0,A,Online,975.37,935.11,68.28,19.51,115.89,293639,0.0,0,0.998,1.0,12,0,1,0,0.103,New,0.0,1,1,Upper Middle,293639,1000,4,0,Auto Debit,0,Aggregator,1,308064,135498,750
504186,CUST004186,2021,2021-04-09,2022-02-28,Home,FL,A,33301,65.47,N,Basic,Frame,Tile,1778,1,17,0,55,0,C,Independent,1869.95,1785.88,158.95,224.39,156.15,250266,55011.11,4,0.991,1.0,12,0,0,0,0.0599,New,51331.11,1,1,Middle,250266,1000,2,1,Debit Card,0,Email Campaign,5,353602,81642,657
504187,CUST004187,2021,2021-04-09,2021-12-31,Home,WA,C,98101,31.52,N,Basic,Frame,Metal,1645,3,42,1,55,0,C,Online,1375.42,1313.58,96.28,27.51,133.89,399026,0.0,0,0.955,1.0,12,0,1,0,0.16,New,0.0,0,1,Middle,399026,2000,4,0,Debit Card,0,Partner Referral,5,553999,51841,648
504188,CUST004188,2021,2021-08-04,2021-08-31,Home,FL,A,32801,55.13,N,Basic,Frame,Tile,2215,2,28,1,43,1,C,Broker,2477.85,2165.67,210.62,371.68,183.5,342208,0.0,0,0.872,1.0,12,1,0,1,0.0668,New,0.0,1,1,Middle,342208,1000,3,0,Auto Debit,5,Online Search,7,489939,63466,658
504189,CUST004189,2021,2021-10-17,2021-10-31,Home,CA,C,95814,54.52,Y,Standard,Mixed,Shingle,1768,1,7,0,63,0,C,Direct,3783.88,3424.28,264.87,113.52,242.27,684893,38552.23,1,0.896,1.0,12,0,0,0,0.1032,New,36712.23,0,1,Middle,684893,2000,3,1,Auto Debit,2,Online Search,2,726919,74716,651
504190,CUST004190,2021,2021-03-14,2021-03-31,Rental,TX,B,77001,27.38,N,Basic,Masonry,Tile,1176,2,21,1,33,0,B,Online,450.0,409.18,31.5,9.0,92.25,112035,0.0,0,0.899,1.0,12,0,0,0,0.0986,New,0.0,0,1,Middle,112035,2500,4,0,Auto Debit,2,Aggregator,7,167650,61507,719
504191,CUST004191,2021,2021-05-27,2021-06-30,Home,WA,D,98501,18.46,N,Basic,Masonry,Shingle,1990,3,16,0,63,0,C,Direct,1758.55,1826.22,123.1,52.76,151.13,489755,0.0,0,1.045,1.0,12,0,0,1,0.0604,New,0.0,0,1,Upper Middle,489755,500,3,3,Debit Card,10,Email Campaign,7,668763,130928,630
504192,CUST004192,2021,2021-01-19,2021-01-31,Rental,TX,D,78701,36.1,N,Basic,Frame,Shingle,1881,1,14,1,33,0,B,Broker,865.37,818.02,60.58,129.81,110.94,213481,0.0,0,0.471,0.5,6,0,0,0,0.0618,New,0.0,1,1,Upper Middle,213481,500,4,0,Debit Card,2,Online Search,3,309210,91184,693
504193,CUST004193,2021,2021-05-08,2021-07-31,Home,FL,C,32801,48.87,N,Standard,Masonry,Tile,2002,2,47,1,34,1,B,Independent,2824.05,2818.09,240.04,338.89,199.08,426969,0.0,0,0.982,1.0,12,0,0,0,0.0995,New,0.0,1,1,Low,426969,5000,4,0,Bank Transfer,2,Aggregator,1,500573,49356,685
504194,CUST004194,2021,2021-02-21,2021-06-30,Home,FL,A,33101,54.35,Y,Standard,Frame,Tile,1905,2,0,0,73,0,B,Independent,3119.23,2876.63,265.13,374.31,212.37,492572,0.0,0,0.968,1.0,12,0,0,0,0.0528,New,0.0,1,1,Middle,492572,1000,4,0,Auto Debit,2,Aggregator,2,514722,52699,682
504195,CUST004195,2021,2021-11-05,2022-06-30,Home,NY,D,14604,17.47,N,Standard,Mixed,Tile,1891,1,13,1,54,0,B,Online,2041.79,2064.72,142.93,40.84,163.88,745586,0.0,0,0.986,1.0,12,0,1,1,0.1529,New,0.0,1,1,Upper Middle,745586,2000,4,0,Auto Debit,6,Email Campaign,2,918810,119308,698
504196,CUST004196,2021,2021-11-01,2022-04-30,Home,TX,D,73301,39.69,N,Standard,Frame,Tile,2084,2,6,0,68,1,B,Online,813.69,753.99,56.96,16.27,108.62,226218,0.0,0,0.961,1.0,12,0,1,0,0.1095,New,0.0,1,1,Middle,226218,500,5,0,Auto Debit,1,Agent Referral,10,277824,75279,726
504197,CUST004197,2021,2021-12-08,2022-09-30,Home,TX,B,77001,23.34,N,Basic,Masonry,Tile,1569,2,16,1,57,1,C,Broker,641.64,638.96,44.91,96.25,100.87,165599,7812.01,1,1.0,1.0,12,0,0,0,0.0872,New,3212.01,0,1,Upper Middle,165599,5000,3,0,Auto Debit,1,Online Search,4,243388,92500,642
504198,CUST004198,2021,2021-10-15,2022-06-30,Home,TX,C,77001,35.06,N,Standard,Masonry,Tile,2411,3,33,1,59,0,B,Independent,952.05,923.71,66.64,114.25,114.84,274958,0.0,0,0.989,1.0,12,0,0,0,0.0806,New,0.0,1,1,Middle,274958,2000,4,0,Auto Debit,0,Aggregator,7,317348,60499,682
504199,CUST004199,2021,2021-11-15,2022-06-30,Rental,NY,A,12207,43.5,N,Premium,Frame,Shingle,1989,1,39,1,57,0,B,Direct,4035.83,3651.91,282.51,121.07,253.61,991952,0.0,0,0.902,1.0,12,0,0,0,0.075,New,0.0,1,1,Upper Middle,991952,1000,4,0,Bank Transfer,1,Agent Referral,6,987498,102032,726
504200,CUST004200,2021,2021-10-20,2021-12-31,Rental,CA,D,92101,48.45,N,Standard,Mixed,Metal,1571,1,50,0,44,0,A,Online,2163.54,2065.25,151.45,43.27,169.36,504292,0.0,0,0.941,1.0,12,0,0,0,0.0979,New,0.0,1,1,High,504292,5000,4,0,Credit Card,2,Email Campaign,5,609255,152952,757
504201,CUST004201,2021,2021-06-17,2022-01-31,Rental,NY,B,12207,45.88,Y,Standard,Mixed,Shingle,2061,1,53,1,30,2,A,Online,3769.85,3740.69,263.89,75.4,241.64,894961,0.0,0,0.992,1.0,12,1,1,0,0.1201,New,0.0,1,1,High,894961,1000,5,0,Credit Card,2,Social Media,4,946674,183766,814
504202,CUST004202,2021,2021-01-05,2021-01-31,Rental,CA,D,94105,45.62,N,Basic,Mixed,Tile,1120,3,23,1,27,0,A,Direct,1205.06,1208.07,84.35,36.15,126.23,275823,0.0,0,1.017,1.0,12,0,1,0,0.1033,New,0.0,1,1,Upper Middle,275823,1000,4,0,Bank Transfer,4,Agent Referral,5,376869,146027,784
504203,CUST004203,2021,2021-03-21,2021-03-31,Rental,CA,B,94105,56.37,N,Basic,Frame,Shingle,1596,1,16,1,23,0,D,Independent,3586.98,3623.54,251.09,430.44,233.41,479396,28417.83,1,0.997,1.0,12,0,0,0,0.046,New,27957.83,0,1,Middle,479396,500,4,0,Auto Debit,2,Aggregator,4,689153,70923,593
504204,CUST004204,2021,2021-07-13,2022-03-31,Condo,WA,D,98501,34.82,Y,Standard,Mixed,Shingle,1066,1,22,0,48,1,B,Online,1118.83,1089.64,78.32,22.38,122.35,310086,0.0,0,0.98,1.0,12,1,0,0,0.0971,New,0.0,0,1,Upper Middle,310086,2000,5,0,Credit Card,1,Agent Referral,4,318692,112259,682
504205,CUST004205,2021,2021-08-06,2021-09-30,Home,NY,D,11201,7.42,N,Standard,Masonry,Metal,1737,1,33,1,33,0,C,Independent,2191.02,1969.01,153.37,262.92,170.6,707915,0.0,0,0.463,0.5,6,1,1,0,0.128,New,0.0,1,1,Upper Middle,707915,5000,5,0,Debit Card,3,Partner Referral,6,801921,102770,679
504206,CUST004206,2021,2021-12-14,2022-08-31,Condo,TX,B,79901,35.48,N,Basic,Frame,Metal,1777,1,19,1,46,0,B,Independent,583.49,563.15,40.84,70.02,98.26,164699,0.0,0,0.969,1.0,12,0,0,0,0.0944,New,0.0,1,1,Middle,164699,2000,4,1,Debit Card,0,Agent Referral,7,232701,74610,694
504207,CUST004207,2021,2021-10-25,2022-08-31,Home,CA,B,95814,17.36,N,Standard,Masonry,Metal,1420,1,11,1,42,0,C,Independent,2144.72,2287.81,150.13,257.37,168.51,509741,0.0,0,1.032,1.0,12,0,0,0,0.0439,New,0.0,1,1,Middle,509741,500,4,0,Credit Card,1,Email Campaign,13,601004,56591,662
504208,CUST004208,2021,2021-07-17,2021-07-31,Home,WA,C,99201,36.77,N,Standard,Frame,Shingle,1655,1,56,1,59,0,B,Independent,1791.19,1498.21,125.38,214.94,152.6,464413,0.0,0,0.857,1.0,12,1,0,0,0.0695,New,0.0,1,1,Middle,464413,500,4,0,Auto Debit,1,Email Campaign,12,534580,78736,701
504209,CUST004209,2021,2021-02-19,2021-09-30,Home,NY,B,12207,11.12,Y,Premium,Masonry,Metal,2574,3,10,1,33,0,C,Broker,4893.06,4955.65,342.51,733.96,292.19,1544821,0.0,0,0.991,1.0,12,0,0,1,0.0563,New,0.0,1,1,Middle,1544821,1000,4,1,Debit Card,4,Partner Referral,7,1407195,50036,620
504210,CUST004210,2021,2021-01-16,2021-02-28,Home,CA,A,90001,55.73,N,Basic,Frame,Shingle,1944,2,36,0,50,1,C,Broker,3047.5,3015.36,213.32,457.12,209.14,527778,0.0,0,0.493,0.5,6,0,1,0,0.1017,New,0.0,1,1,Upper Middle,527778,500,4,0,Auto Debit,0,Online Search,3,762130,101970,645
504211,CUST004211,2021,2021-01-02,2021-04-30,Condo,CA,A,92101,51.3,N,Premium,Masonry,Tile,1235,2,43,1,47,0,A,Online,2009.64,1855.48,140.68,40.19,162.43,469511,0.0,0,0.925,1.0,12,0,1,0,0.1402,New,0.0,0,1,Upper Middle,469511,2000,4,0,Debit Card,1,Online Search,2,513551,135884,737
504212,CUST004212,2021,2021-11-11,2021-11-30,Home,FL,C,33301,54.88,N,Basic,Masonry,Metal,1244,2,32,1,48,0,A,Direct,1308.63,1225.05,111.23,39.26,130.89,237106,0.0,0,0.91,1.0,12,0,0,0,0.063,New,0.0,1,1,Middle,237106,1000,4,0,Bank Transfer,4,Agent Referral,1,326134,79904,738
504213,CUST004213,2021,2021-04-01,2021-05-31,Condo,CA,D,94105,37.64,Y,Premium,Masonry,Metal,1275,1,40,0,68,0,A,Independent,2189.8,2106.07,153.29,262.78,170.54,521785,0.0,0,0.955,1.0,12,0,0,0,0.0503,New,0.0,1,1,Middle,521785,1000,4,0,Credit Card,1,Agent Referral,5,475426,65984,751
504214,CUST004214,2021,2021-07-06,2021-07-31,Home,TX,B,73301,33.55,N,Basic,Mixed,Metal,2721,1,30,0,51,1,B,Broker,1196.86,1248.97,83.78,179.53,125.86,308841,0.0,0,1.05,1.0,12,1,0,0,0.0451,New,0.0,1,1,Middle,308841,1500,4,1,Credit Card,1,Partner Referral,13,447417,57717,723
504215,CUST004215,2021,2021-05-01,2021-11-30,Home,FL,D,33601,34.36,Y,Basic,Masonry,Metal,2885,2,23,1,41,2,D,Online,4033.53,3854.35,342.85,80.67,253.51,530770,71638.48,1,0.951,1.0,12,0,0,0,0.0853,New,70718.48,1,1,Low,530770,1000,4,0,Auto Debit,1,Agent Referral,4,662200,30309,540
504216,CUST004216,2021,2021-02-20,2021-07-31,Home,TX,B,79901,38.37,Y,Premium,Frame,Shingle,1415,3,29,0,61,1,A,Independent,867.04,849.43,60.69,104.04,111.02,226230,0.0,0,0.98,1.0,12,0,0,0,0.0436,New,0.0,1,1,High,226230,1000,4,1,Auto Debit,1,Partner Referral,9,201346,254914,766
504217,CUST004217,2021,2021-09-07,2022-02-28,Home,NY,C,11201,27.14,N,Standard,Masonry,Shingle,3081,2,36,1,39,0,C,Broker,5584.72,5561.05,390.93,837.71,323.31,1342208,0.0,0,0.511,0.5,6,1,1,0,0.0849,New,0.0,1,1,Upper Middle,1342208,500,5,0,Auto Debit,0,Aggregator,4,1544640,124859,660
504218,CUST004218,2021,2021-11-11,2022-09-30,Rental,NY,B,12207,32.67,N,Basic,Frame,Shingle,1954,2,23,0,63,0,A,Broker,2455.79,2364.26,171.91,368.37,182.51,727050,17977.22,1,0.938,1.0,12,0,1,0,0.1,New,17057.22,0,1,High,727050,1000,3,3,Auto Debit,1,Email Campaign,7,1033612,173122,757
504219,CUST004219,2021,2021-08-13,2022-06-30,Condo,WA,A,98501,26.4,N,Standard,Masonry,Shingle,1400,1,43,0,60,2,C,Independent,1300.43,1277.17,91.03,156.05,130.52,299944,0.0,0,0.943,1.0,12,1,0,0,0.0552,New,0.0,1,1,Middle,299944,500,4,0,Auto Debit,1,Partner Referral,7,376133,70390,644
504220,CUST004220,2021,2021-06-20,2021-10-31,Condo,NY,C,11201,21.1,N,Premium,Mixed,Metal,1452,1,14,0,44,0,C,Direct,2236.54,2288.71,156.56,67.1,172.64,655317,0.0,0,1.05,1.0,12,1,0,0,0.0953,New,0.0,0,1,Upper Middle,655317,2500,4,0,Bank Transfer,0,Partner Referral,1,671223,108168,630
